,name,callsign,frequency,boundary,upper_fl,lower_fl,class
226,PRESTWICK CTA 6,PRESTWICK,121.500,N055.20.40.0 W004.27.22.0/N055.20.45.02 W004.27.3.88/N055.20.50.22 W004.26.45.91/N055.20.55.6 W004.26.28.1/N055.21.1.16 W004.26.10.45/N055.21.6.88 W004.25.52.98/N055.21.12.78 W004.25.35.69/N055.21.18.86 W004.25.18.57/N055.21.25.09 W004.25.1.65/N055.21.31.5 W004.24.44.91/N055.21.38.07 W004.24.28.38/N055.20.10.0 W004.19.16.0/N055.20.19.84 W004.18.57.01/N055.20.29.87 W004.18.38.32/N055.20.40.08 W004.18.19.94/N055.20.50.47 W004.18.1.87/N055.21.1.04 W004.17.44.11/N055.21.11.78 W004.17.26.69/N055.21.22.7 W004.17.9.59/N055.21.33.78 W004.16.52.82/N055.21.45.02 W004.16.36.4/N055.21.56.43 W004.16.20.32/N055.22.8.0 W004.16.4.59/N055.22.19.71 W004.15.49.21/N055.22.31.58 W004.15.34.19/N055.22.43.6 W004.15.19.54/N055.22.55.76 W004.15.5.25/N055.23.8.06 W004.14.51.34/N055.23.20.49 W004.14.37.8/N055.23.33.06 W004.14.24.65/N055.23.45.76 W004.14.11.87/N055.23.58.58 W004.13.59.49/N055.24.11.52 W004.13.47.5/N055.24.24.58 W004.13.35.91/N055.24.37.75 W004.13.24.72/N055.24.51.03 W004.13.13.93/N055.25.4.41 W004.13.3.55/N055.25.17.89 W004.12.53.58/N055.25.31.48 W004.12.44.02/N055.25.45.15 W004.12.34.88/N055.25.58.91 W004.12.26.16/N055.26.12.76 W004.12.17.86/N055.26.26.69 W004.12.9.98/N055.26.40.69 W004.12.2.53,5500,4000,D
227,SEVERN CTA 1,LONDON ACC,121.500,N51.24.48.00 W002.51.47.00/N51.23.31.00 W002.34.10.00/N51.16.20.00 W002.33.28.00/N51.15.38.00 W002.51.20.00/N51.15.05.00 W002.53.35.00/N51.24.48.00 W002.51.47.00,165,105,C
228,SEVERN CTA 2,LONDON ACC,134.755,N51.26.08.00 W003.10.50.00/N51.24.48.00 W002.51.47.00/N51.15.05.00 W002.53.35.00/N51.10.10.00 W003.13.41.00/N51.26.08.00 W003.10.50.00,165,105,C
229,SOLENT CTA 1,SOUTHAMPTON ATC,120.230,N51.04.59.00 W001.20.17.00/N51.01.23.00 W001.27.22.00/N51.04.33.00 W001.25.36.00/N051.04.33.0 W001.25.36.0/N051.04.35.71 W001.25.23.44/N051.04.38.28 W001.25.10.81/N051.04.40.71 W001.24.58.11/N051.04.43.0 W001.24.45.34/N051.04.45.15 W001.24.32.51/N051.04.47.16 W001.24.19.62/N051.04.49.02 W001.24.6.68/N051.04.50.74 W001.23.53.69/N051.04.52.32 W001.23.40.65/N051.04.53.76 W001.23.27.57/N051.04.55.05 W001.23.14.46/N051.04.56.19 W001.23.1.31/N051.04.57.19 W001.22.48.13/N051.04.58.05 W001.22.34.92/N051.04.58.76 W001.22.21.69/N051.04.59.32 W001.22.8.44/N051.04.59.74 W001.21.55.18/N051.05.0.01 W001.21.41.91/N051.05.0.13 W001.21.28.64/N051.05.0.11 W001.21.15.36/N051.04.59.94 W001.21.2.09/N051.04.59.62 W001.20.48.82/N051.04.59.16 W001.20.35.57/N51.04.59.00 W001.20.17.00,5500,1500,D
230,SOLENT CTA 2,SOUTHAMPTON ATC,120.230,N51.04.59.00 W001.20.17.00/N051.04.59.0 W001.20.17.0/N051.04.58.19 W001.20.3.77/N051.04.57.23 W001.19.50.56/N051.04.56.13 W001.19.37.38/N051.04.54.88 W001.19.24.23/N051.04.53.49 W001.19.11.12/N051.04.51.95 W001.18.58.05/N051.04.50.27 W001.18.45.02/N051.04.48.45 W001.18.32.05/N051.04.46.48 W001.18.19.12/N051.04.44.37 W001.18.6.25/N051.04.42.12 W001.17.53.45/N051.04.39.73 W001.17.40.71/N051.04.37.19 W001.17.28.03/N051.04.34.52 W001.17.15.43/N051.04.31.71 W001.17.2.91/N051.04.28.77 W001.16.50.47/N051.04.25.68 W001.16.38.11/N051.04.22.46 W001.16.25.83/N051.04.19.11 W001.16.13.65/N051.04.15.62 W001.16.1.57/N051.04.12.0 W001.15.49.58/N051.04.8.25 W001.15.37.7/N051.04.4.37 W001.15.25.92/N051.04.0.35 W001.15.14.25/N051.03.56.21 W001.15.2.7/N051.03.51.95 W001.14.51.26/N051.03.47.55 W001.14.39.94/N051.03.43.04 W001.14.28.75/N051.03.38.4 W001.14.17.69/N051.03.33.64 W001.14.6.75/N051.03.28.76 W001.13.55.95/N051.03.23.76 W001.13.45.29/N051.03.18.64 W001.13.34.77/N051.03.13.41 W001.13.24.39/N051.03.8.07 W001.13.14.16/N051.03.2.61 W001.13.4.08/N051.02.57.05 W001.12.54.15/N051.02.51.37 W001.12.44.38/N051.02.45.59 W001.12.34.77/N051.02.39.7 W001.12.25.32/N051.02.33.71 W001.12.16.03/N051.02.27.62 W001.12.6.91/N051.02.21.43 W001.11.57.97/N051.02.15.14 W001.11.49.2/N051.02.8.76 W001.11.40.6/N051.02.2.28 W001.11.32.18/N051.01.55.71 W001.11.23.94/N051.01.49.05 W001.11.15.89/N051.01.42.3 W001.11.8.02/N051.01.35.47 W001.11.0.35/N051.01.28.55 W001.10.52.86/N051.01.21.55 W001.10.45.56/N51.01.15.00 W001.10.39.00/N50.49.28.00 W001.17.14.00/N50.40.35.00 W001.23.50.00/N50.44.41.00 W001.38.24.00/N50.40.36.00 W002.02.54.00/N050.40.36.0 W002.02.54.0/N050.40.44.26 W002.03.4.12/N050.40.52.62 W002.03.14.02/N050.41.1.1 W002.03.23.69/N050.41.9.68 W002.03.33.12/N050.41.18.36 W002.03.42.31/N050.41.27.15 W002.03.51.27/N050.41.36.03 W002.03.59.99/N050.41.45.0 W002.04.8.46/N050.41.54.07 W002.04.16.68/N050.42.3.23 W002.04.24.66/N050.42.12.48 W002.04.32.38/N050.42.21.81 W002.04.39.85/N050.42.31.22 W002.04.47.06/N050.42.40.71 W002.04.54.01/N050.42.50.27 W002.05.0.7/N050.42.59.91 W002.05.7.13/N050.43.9.62 W002.05.13.29/N050.43.19.39 W002.05.19.19/N050.43.29.23 W002.05.24.81/N050.43.39.13 W002.05.30.17/N050.43.49.08 W002.05.35.25/N050.43.59.09 W002.05.40.06/N050.44.9.16 W002.05.44.59/N050.44.19.27 W002.05.48.85/N050.44.29.42 W002.05.52.83/N050.44.39.62 W002.05.56.53/N050.44.49.86 W002.05.59.95/N050.45.0.14 W002.06.3.09/N050.45.10.44 W002.06.5.94/N050.45.20.78 W002.06.8.51/N050.45.31.15 W002.06.10.8/N050.45.41.53 W002.06.12.8/N050.45.51.94 W002.06.14.51/N050.46.2.37 W002.06.15.94/N050.46.12.81 W002.06.17.08/N050.46.23.26 W002.06.17.94/N050.46.33.72 W002.06.18.5/N050.46.44.19 W002.06.18.78/N050.46.54.65 W002.06.18.77/N050.47.5.12 W002.06.18.47/N050.47.15.57 W002.06.17.89/N050.47.26.03 W002.06.17.01/N050.47.36.47 W002.06.15.85/N050.47.46.89 W002.06.14.4/N050.47.57.3 W002.06.12.67/N050.48.7.69 W002.06.10.64/N050.48.18.05 W002.06.8.33/N050.48.28.38 W002.06.5.74/N050.48.38.69 W002.06.2.86/N050.48.48.96 W002.05.59.7/N050.48.59.2 W002.05.56.25/N050.49.9.39 W002.05.52.53/N50.49.26.00 W002.05.45.00/N50.55.12.00 W001.30.47.00/N51.01.23.00 W001.27.22.00/N51.04.59.00 W001.20.17.00,5500,2000,D
231,SOLENT CTA 3,SOUTHAMPTON ATC,120.230,N51.07.00.00 W001.21.46.00/N051.06.60.0 W001.21.46.0/N051.07.0.15 W001.21.29.39/N051.07.0.12 W001.21.12.77/N051.06.59.9 W001.20.56.16/N051.06.59.51 W001.20.39.56/N051.06.58.92 W001.20.22.97/N051.06.58.16 W001.20.6.4/N051.06.57.21 W001.19.49.86/N051.06.56.08 W001.19.33.34/N051.06.54.77 W001.19.16.86/N051.06.53.28 W001.19.0.41/N051.06.51.61 W001.18.44.01/N051.06.49.75 W001.18.27.66/N051.06.47.72 W001.18.11.37/N051.06.45.51 W001.17.55.13/N051.06.43.11 W001.17.38.96/N051.06.40.54 W001.17.22.86/N051.06.37.8 W001.17.6.83/N051.06.34.87 W001.16.50.88/N051.06.31.78 W001.16.35.01/N051.06.28.5 W001.16.19.24/N051.06.25.06 W001.16.3.55/N051.06.21.44 W001.15.47.97/N051.06.17.65 W001.15.32.49/N051.06.13.69 W001.15.17.12/N051.06.9.56 W001.15.1.86/N051.06.5.26 W001.14.46.71/N051.06.0.8 W001.14.31.69/N051.05.56.17 W001.14.16.8/N051.05.51.38 W001.14.2.04/N051.05.46.43 W001.13.47.41/N051.05.41.31 W001.13.32.93/N051.05.36.04 W001.13.18.59/N051.05.30.61 W001.13.4.4/N051.05.25.03 W001.12.50.36/N051.05.19.29 W001.12.36.48/N051.05.13.39 W001.12.22.76/N051.05.7.35 W001.12.9.21/N051.05.1.16 W001.11.55.83/N051.04.54.83 W001.11.42.62/N051.04.48.34 W001.11.29.59/N051.04.41.72 W001.11.16.75/N051.04.34.96 W001.11.4.09/N051.04.28.05 W001.10.51.62/N051.04.21.01 W001.10.39.35/N051.04.13.84 W001.10.27.27/N051.04.6.53 W001.10.15.39/N051.03.59.1 W001.10.3.73/N051.03.51.53 W001.09.52.26/N51.03.40.00 W001.09.35.00/N51.01.15.00 W001.10.39.00/N051.01.15.0 W001.10.39.0/N051.01.22.07 W001.10.46.11/N051.01.29.06 W001.10.53.42/N051.01.35.98 W001.11.0.92/N051.01.42.8 W001.11.8.62/N051.01.49.54 W001.11.16.5/N051.01.56.2 W001.11.24.56/N051.02.2.76 W001.11.32.81/N051.02.9.23 W001.11.41.24/N051.02.15.61 W001.11.49.85/N051.02.21.89 W001.11.58.64/N051.02.28.07 W001.12.7.6/N051.02.34.16 W001.12.16.73/N051.02.40.14 W001.12.26.03/N051.02.46.02 W001.12.35.49/N051.02.51.79 W001.12.45.11/N051.02.57.46 W001.12.54.89/N051.03.3.02 W001.13.4.83/N051.03.8.47 W001.13.14.93/N051.03.13.8 W001.13.25.17/N051.03.19.02 W001.13.35.56/N051.03.24.13 W001.13.46.09/N051.03.29.12 W001.13.56.76/N051.03.33.99 W001.14.7.57/N051.03.38.74 W001.14.18.52/N051.03.43.37 W001.14.29.59/N051.03.47.88 W001.14.40.79/N051.03.52.26 W001.14.52.12/N051.03.56.52 W001.15.3.56/N051.04.0.65 W001.15.15.13/N051.04.4.65 W001.15.26.8/N051.04.8.53 W001.15.38.59/N051.04.12.27 W001.15.50.48/N051.04.15.88 W001.16.2.47/N051.04.19.36 W001.16.14.56/N051.04.22.7 W001.16.26.75/N051.04.25.91 W001.16.39.03/N051.04.28.98 W001.16.51.4/N051.04.31.92 W001.17.3.85/N051.04.34.72 W001.17.16.38/N051.04.37.38 W001.17.28.98/N051.04.39.9 W001.17.41.66/N051.04.42.28 W001.17.54.41/N051.04.44.52 W001.18.7.22/N051.04.46.62 W001.18.20.09/N051.04.48.58 W001.18.33.01/N051.04.50.39 W001.18.45.99/N051.04.52.06 W001.18.59.02/N051.04.53.59 W001.19.12.1/N051.04.54.97 W001.19.25.21/N051.04.56.21 W001.19.38.36/N051.04.57.3 W001.19.51.54/N051.04.58.25 W001.20.4.75/N051.04.59.05 W001.20.17.99/N051.04.59.7 W001.20.31.25/N051.05.0.21 W001.20.44.52/N051.05.0.57 W001.20.57.8/N051.05.0.79 W001.21.11.09/N051.05.0.86 W001.21.24.39/N051.05.0.78 W001.21.37.68/N051.05.0.55 W001.21.50.98/N051.05.0.18 W001.22.4.26/N051.04.59.67 W001.22.17.53/N051.04.59.0 W001.22.30.79/N051.04.58.19 W001.22.44.02/N051.04.57.24 W001.22.57.23/N051.04.56.14 W001.23.10.41/N051.04.54.89 W001.23.23.56/N051.04.53.5 W001.23.36.67/N051.04.51.97 W001.23.49.74/N051.04.50.29 W001.24.2.77/N051.04.48.47 W001.24.15.74/N051.04.46.5 W001.24.28.67/N051.04.44.4 W001.24.41.53/N051.04.42.15 W001.24.54.34/N051.04.39.76 W001.25.7.08/N051.04.37.23 W001.25.19.76/N51.04.33.00 W001.25.36.00/N51.07.00.00 W001.21.46.00,5500,2000,D
232,SOLENT CTA 4,SOUTHAMPTON ATC,120.230,N51.04.33.00 W001.25.36.00/N50.55.12.00 W001.30.47.00/N50.53.34.00 W001.40.51.00/N51.04.33.00 W001.25.36.00,5500,2500,D
233,SOLENT CTA 5,SOUTHAMPTON ATC,120.230,N51.08.28.00 W001.19.28.00/N51.06.36.00 W001.08.17.00/N51.03.40.00 W001.09.35.00/N051.03.40.0 W001.09.35.0/N051.03.47.76 W001.09.46.14/N051.03.55.39 W001.09.57.5/N051.04.2.89 W001.10.9.07/N051.04.10.27 W001.10.20.84/N051.04.17.51 W001.10.32.82/N051.04.24.62 W001.10.45.0/N051.04.31.6 W001.10.57.37/N051.04.38.44 W001.11.9.94/N051.04.45.14 W001.11.22.69/N051.04.51.7 W001.11.35.63/N051.04.58.11 W001.11.48.75/N051.05.4.38 W001.12.2.05/N051.05.10.5 W001.12.15.52/N051.05.16.47 W001.12.29.16/N051.05.22.3 W001.12.42.96/N051.05.27.96 W001.12.56.92/N051.05.33.48 W001.13.11.04/N051.05.38.83 W001.13.25.31/N051.05.44.03 W001.13.39.73/N051.05.49.07 W001.13.54.29/N051.05.53.94 W001.14.8.99/N051.05.58.66 W001.14.23.82/N051.06.3.21 W001.14.38.78/N051.06.7.59 W001.14.53.87/N051.06.11.81 W001.15.9.07/N051.06.15.86 W001.15.24.4/N051.06.19.74 W001.15.39.83/N051.06.23.45 W001.15.55.37/N051.06.26.98 W001.16.11.0/N051.06.30.35 W001.16.26.74/N051.06.33.54 W001.16.42.57/N051.06.36.55 W001.16.58.48/N051.06.39.39 W001.17.14.48/N051.06.42.06 W001.17.30.55/N051.06.44.54 W001.17.46.69/N051.06.46.85 W001.18.2.9/N051.06.48.97 W001.18.19.18/N051.06.50.92 W001.18.35.5/N051.06.52.69 W001.18.51.89/N051.06.54.28 W001.19.8.31/N051.06.55.68 W001.19.24.78/N051.06.56.9 W001.19.41.29/N051.06.57.95 W001.19.57.83/N051.06.58.8 W001.20.14.39/N051.06.59.48 W001.20.30.98/N051.06.59.97 W001.20.47.58/N051.07.0.28 W001.21.4.2/N051.07.0.41 W001.21.20.82/N51.07.00.00 W001.21.46.00/N51.08.28.00 W001.19.28.00,5500,2500,D
234,SOLENT CTA 6,SOUTHAMPTON ATC,120.230,N51.06.36.00 W001.08.17.00/N51.04.20.00 W001.06.57.00/N50.54.35.00 W001.03.35.00/N50.49.28.00 W001.17.14.00/N51.01.15.00 W001.10.39.00/N51.06.36.00 W001.08.17.00,5500,3000,D
235,SOLENT CTA 7,SOUTHAMPTON ATC,120.230,N50.42.14.00 W001.53.13.00/N50.44.41.00 W001.38.24.00/N50.31.56.00 W001.47.00.00/N50.42.14.00 W001.53.13.00,5500,3500,D
236,SOLENT CTA 8,SOUTHAMPTON ATC,120.230,N50.44.41.00 W001.38.24.00/N50.40.35.00 W001.23.50.00/N50.27.54.00 W001.32.40.00/N50.31.56.00 W001.47.00.00/N50.44.41.00 W001.38.24.00,5500,3500,D
237,SOUTHEND CTA 1,SOUTHEND,130.780,N51.34.37.00 E000.24.40.00/N51.43.33.00 E000.44.29.00/N51.42.06.00 E000.45.21.00/N51.34.45.00 E000.29.03.00/N051.34.45.0 E000.29.3.0/N051.34.37.19 E000.29.1.78/N051.34.29.38 E000.29.0.78/N051.34.21.55 E000.29.0.0/N051.34.13.71 E000.28.59.44/N051.34.5.87 E000.28.59.1/N051.33.58.03 E000.28.58.98/N051.33.50.19 E000.28.59.08/N051.33.42.35 E000.28.59.4/N051.33.34.51 E000.28.59.93/N051.33.26.68 E000.29.0.69/N051.33.18.86 E000.29.1.66/N051.33.11.06 E000.29.2.86/N051.33.3.26 E000.29.4.27/N051.32.55.49 E000.29.5.9/N051.32.47.73 E000.29.7.75/N051.32.39.99 E000.29.9.81/N051.32.32.28 E000.29.12.09/N051.32.24.59 E000.29.14.59/N051.32.16.93 E000.29.17.3/N051.32.9.31 E000.29.20.22/N051.32.1.71 E000.29.23.36/N051.31.54.15 E000.29.26.71/N051.31.46.63 E000.29.30.26/N051.31.39.15 E000.29.34.03/N051.31.31.71 E000.29.38.01/N051.31.24.31 E000.29.42.19/N051.31.16.96 E000.29.46.58/N051.31.9.66 E000.29.51.18/N051.31.2.41 E000.29.55.98/N051.30.55.22 E000.30.0.97/N051.30.48.08 E000.30.6.17/N051.30.40.99 E000.30.11.57/N051.30.33.97 E000.30.17.17/N051.30.27.01 E000.30.22.96/N051.30.20.11 E000.30.28.94/N051.30.13.28 E000.30.35.11/N051.30.6.52 E000.30.41.48/N051.29.59.83 E000.30.48.03/N051.29.53.21 E000.30.54.77/N051.29.46.66 E000.31.1.69/N051.29.40.19 E000.31.8.79/N051.29.33.8 E000.31.16.07/N051.29.27.49 E000.31.23.53/N051.29.21.26 E000.31.31.16/N051.29.15.11 E000.31.38.97/N051.29.9.05 E000.31.46.94/N051.29.3.08 E000.31.55.09/N051.28.57.2 E000.32.3.39/N051.28.51.41 E000.32.11.86/N051.28.45.71 E000.32.20.49/N051.28.40.11 E000.32.29.28/N051.28.34.6 E000.32.38.23/N051.28.29.19 E000.32.47.32/N051.28.23.88 E000.32.56.56/N051.28.18.67 E000.33.5.95/N051.28.13.57 E000.33.15.49/N051.28.8.57 E000.33.25.16/N051.28.3.67 E000.33.34.97/N051.27.58.89 E000.33.44.92/N051.27.54.21 E000.33.55.0/N051.27.49.64 E000.34.5.21/N051.27.45.19 E000.34.15.54/N051.27.40.84 E000.34.25.99/N051.27.36.61 E000.34.36.57/N051.27.32.5 E000.34.47.26/N051.27.28.51 E000.34.58.06/N051.27.24.63 E000.35.8.97/N051.27.20.87 E000.35.19.99/N051.27.17.23 E000.35.31.11/N051.27.13.72 E000.35.42.33/N051.27.10.32 E000.35.53.65/N051.27.7.05 E000.36.5.06/N051.27.3.9 E000.36.16.56/N51.27.01.00 E000.36.30.00/N51.27.19.00 E000.39.55.00/N51.31.51.00 E000.50.00.00/N51.30.00.00 E000.50.00.00/N51.25.28.00 E000.39.56.00/N51.24.46.00 E000.32.02.00/N51.27.57.00 E000.27.21.00/N51.31.46.00 E000.24.01.00/N51.34.37.00 E000.24.40.00,3500,1500,D
238,SOUTHEND CTA 2,SOUTHEND,130.780,N51.43.33.00 E000.44.29.00/N51.44.20.00 E000.46.14.00/N51.44.40.00 E000.50.36.00/N51.44.31.00 E000.50.38.00/N51.41.38.00 E000.52.22.00/N51.43.12.00 E000.47.48.00/N51.42.06.00 E000.45.21.00/N51.43.33.00 E000.44.29.00,4500,1500,D
239,SOUTHEND CTA 3,SOUTHEND,130.780,N51.44.40.00 E000.50.36.00/N51.44.46.00 E000.51.58.00/N051.44.46.0 E000.51.58.0/N051.44.39.48 E000.52.15.27/N051.44.32.77 E000.52.32.36/N051.44.25.88 E000.52.49.25/N051.44.18.8 E000.53.5.94/N051.44.11.55 E000.53.22.44/N051.44.4.11 E000.53.38.72/N051.43.56.5 E000.53.54.79/N051.43.48.72 E000.54.10.64/N051.43.40.76 E000.54.26.27/N051.43.32.64 E000.54.41.67/N051.43.24.35 E000.54.56.85/N051.43.15.9 E000.55.11.78/N051.43.7.28 E000.55.26.47/N051.42.58.51 E000.55.40.92/N051.42.49.58 E000.55.55.11/N051.42.40.5 E000.56.9.06/N051.42.31.27 E000.56.22.74/N051.42.21.89 E000.56.36.16/N051.42.12.36 E000.56.49.31/N051.42.2.7 E000.57.2.19/N051.41.52.89 E000.57.14.8/N051.41.42.95 E000.57.27.13/N051.41.32.88 E000.57.39.17/N051.41.22.68 E000.57.50.93/N051.41.12.35 E000.58.2.4/N051.41.1.9 E000.58.13.58/N051.40.51.33 E000.58.24.46/N051.40.40.64 E000.58.35.04/N051.40.29.84 E000.58.45.31/N051.40.18.93 E000.58.55.28/N051.40.7.91 E000.59.4.95/N051.39.56.79 E000.59.14.3/N051.39.45.57 E000.59.23.33/N051.39.34.25 E000.59.32.05/N051.39.22.84 E000.59.40.45/N051.39.11.34 E000.59.48.52/N051.38.59.75 E000.59.56.27/N051.38.48.08 E001.00.3.69/N051.38.36.33 E001.00.10.79/N051.38.24.51 E001.00.17.55/N051.38.12.61 E001.00.23.97/N051.38.0.65 E001.00.30.07/N051.37.48.62 E001.00.35.82/N051.37.36.54 E001.00.41.24/N051.37.24.39 E001.00.46.31/N051.37.12.19 E001.00.51.04/N051.36.59.94 E001.00.55.43/N051.36.47.65 E001.00.59.48/N051.36.35.31 E001.01.3.18/N051.36.22.94 E001.01.6.53/N051.36.10.53 E001.01.9.54/N051.35.58.09 E001.01.12.19/N051.35.45.62 E001.01.14.5/N051.35.33.13 E001.01.16.45/N051.35.20.62 E001.01.18.06/N51.35.04.00 E001.01.20.00/N51.30.00.00 E000.50.00.00/N51.31.51.00 E000.50.00.00/N51.35.28.00 E000.58.05.00/N051.35.28.0 E000.58.5.0/N051.35.38.41 E000.58.3.2/N051.35.48.8 E000.58.1.11/N051.35.59.16 E000.57.58.74/N051.36.9.5 E000.57.56.07/N051.36.19.8 E000.57.53.11/N051.36.30.07 E000.57.49.86/N051.36.40.31 E000.57.46.32/N051.36.50.5 E000.57.42.5/N051.37.0.66 E000.57.38.39/N051.37.10.76 E000.57.34.0/N051.37.20.82 E000.57.29.32/N051.37.30.82 E000.57.24.36/N051.37.40.77 E000.57.19.12/N051.37.50.66 E000.57.13.61/N051.38.0.49 E000.57.7.81/N051.38.10.25 E000.57.1.74/N051.38.19.95 E000.56.55.4/N051.38.29.57 E000.56.48.78/N051.38.39.13 E000.56.41.9/N051.38.48.6 E000.56.34.75/N051.38.58.0 E000.56.27.33/N051.39.7.31 E000.56.19.65/N051.39.16.54 E000.56.11.7/N051.39.25.69 E000.56.3.5/N051.39.34.74 E000.55.55.04/N051.39.43.69 E000.55.46.33/N051.39.52.56 E000.55.37.37/N051.40.1.32 E000.55.28.16/N051.40.9.98 E000.55.18.7/N051.40.18.54 E000.55.9.0/N051.40.26.99 E000.54.59.06/N051.40.35.33 E000.54.48.89/N051.40.43.56 E000.54.38.48/N051.40.51.67 E000.54.27.84/N51.40.57.00 E000.54.20.00/N51.41.38.00 E000.52.22.00/N51.44.31.00 E000.50.38.00/N51.44.40.00 E000.50.36.00,5500,1500,D
240,SOUTHEND CTA 4,SOUTHEND,130.780,N51.34.37.00 E000.24.40.00/N51.39.43.00 E000.25.51.00/N51.43.53.00 E000.35.08.00/N51.44.35.00 E000.44.06.00/N51.44.01.00 E000.44.12.00/N51.43.33.00 E000.44.29.00/N51.34.37.00 E000.24.40.00,3500,2500,D
241,SOUTHEND CTA 5,SOUTHEND,130.780,N51.44.35.00 E000.44.06.00/N51.45.06.00 E000.45.14.00/N51.45.30.00 E000.50.26.00/N51.44.40.00 E000.50.36.00/N51.44.20.00 E000.46.14.00/N51.43.33.00 E000.44.29.00/N51.44.01.00 E000.44.12.00/N51.44.35.00 E000.44.06.00,4500,2500,D
242,SOUTHEND CTA 6,SOUTHEND,130.780,N51.45.30.00 E000.50.26.00/N51.45.51.00 E000.55.10.00/N051.45.51.0 E000.55.10.0/N051.45.42.38 E000.55.29.07/N051.45.33.56 E000.55.47.89/N051.45.24.53 E000.56.6.46/N051.45.15.3 E000.56.24.77/N051.45.5.87 E000.56.42.81/N051.44.56.25 E000.57.0.59/N051.44.46.44 E000.57.18.09/N051.44.36.44 E000.57.35.31/N051.44.26.25 E000.57.52.24/N051.44.15.88 E000.58.8.88/N051.44.5.33 E000.58.25.23/N051.43.54.6 E000.58.41.27/N051.43.43.7 E000.58.57.01/N051.43.32.63 E000.59.12.44/N051.43.21.4 E000.59.27.55/N051.43.10.0 E000.59.42.35/N051.42.58.45 E000.59.56.81/N051.42.46.74 E001.00.10.95/N051.42.34.87 E001.00.24.76/N051.42.22.86 E001.00.38.23/N051.42.10.7 E001.00.51.35/N051.41.58.41 E001.01.4.14/N051.41.45.97 E001.01.16.57/N051.41.33.41 E001.01.28.65/N051.41.20.71 E001.01.40.37/N051.41.7.89 E001.01.51.73/N051.40.54.94 E001.02.2.73/N051.40.41.88 E001.02.13.36/N051.40.28.7 E001.02.23.63/N051.40.15.42 E001.02.33.52/N051.40.2.03 E001.02.43.03/N051.39.48.54 E001.02.52.16/N051.39.34.95 E001.03.0.92/N051.39.21.26 E001.03.9.29/N051.39.7.49 E001.03.17.27/N051.38.53.64 E001.03.24.86/N051.38.39.7 E001.03.32.06/N051.38.25.69 E001.03.38.87/N051.38.11.6 E001.03.45.29/N051.37.57.45 E001.03.51.3/N051.37.43.23 E001.03.56.92/N051.37.28.96 E001.04.2.14/N051.37.14.63 E001.04.6.96/N051.37.0.25 E001.04.11.37/N51.36.53.00 E001.04.14.00/N51.35.35.00 E001.01.17.00/N051.35.35.0 E001.01.17.0/N051.35.47.5 E001.01.14.99/N051.35.59.97 E001.01.12.63/N051.36.12.41 E001.01.9.92/N051.36.24.83 E001.01.6.87/N051.36.37.2 E001.01.3.46/N051.36.49.54 E001.00.59.71/N051.37.1.84 E001.00.55.61/N051.37.14.09 E001.00.51.17/N051.37.26.29 E001.00.46.38/N051.37.38.44 E001.00.41.25/N051.37.50.52 E001.00.35.78/N051.38.2.55 E001.00.29.98/N051.38.14.51 E001.00.23.83/N051.38.26.41 E001.00.17.35/N051.38.38.23 E001.00.10.53/N051.38.49.97 E001.00.3.39/N051.39.1.64 E000.59.55.91/N051.39.13.22 E000.59.48.11/N051.39.24.72 E000.59.39.98/N051.39.36.12 E000.59.31.53/N051.39.47.44 E000.59.22.76/N051.39.58.65 E000.59.13.68/N051.40.9.76 E000.59.4.27/N051.40.20.77 E000.58.54.56/N051.40.31.68 E000.58.44.54/N051.40.42.47 E000.58.34.21/N051.40.53.15 E000.58.23.58/N051.41.3.71 E000.58.12.65/N051.41.14.15 E000.58.1.42/N051.41.24.47 E000.57.49.9/N051.41.34.66 E000.57.38.09/N051.41.44.72 E000.57.25.99/N051.41.54.65 E000.57.13.62/N051.42.4.44 E000.57.0.96/N051.42.14.09 E000.56.48.03/N051.42.23.6 E000.56.34.83/N051.42.32.96 E000.56.21.36/N051.42.42.18 E000.56.7.63/N051.42.51.25 E000.55.53.64/N051.43.0.16 E000.55.39.4/N051.43.8.92 E000.55.24.91/N051.43.17.51 E000.55.10.17/N051.43.25.95 E000.54.55.19/N051.43.34.22 E000.54.39.97/N051.43.42.32 E000.54.24.53/N051.43.50.26 E000.54.8.85/N051.43.58.02 E000.53.52.96/N051.44.5.61 E000.53.36.84/N051.44.13.03 E000.53.20.52/N051.44.20.26 E000.53.3.98/N051.44.27.32 E000.52.47.25/N051.44.34.19 E000.52.30.32/N051.44.40.87 E000.52.13.19/N51.44.46.00 E000.51.58.00/N51.44.40.00 E000.50.36.00/N51.45.30.00 E000.50.26.00,5500,2500,D
243,SOUTHEND CTA 7,SOUTHEND,130.780,N51.27.57.00 E000.27.21.00/N51.24.46.00 E000.32.02.00/N51.25.28.00 E000.39.56.00/N51.30.00.00 E000.50.00.00/N51.21.20.00 E000.50.00.00/N51.20.46.00 E000.33.38.00/N51.27.57.00 E000.27.21.00,3500,2500,D
244,SOUTHEND CTA 8,SOUTHEND,130.780,N51.28.29.00 E000.50.00.00/N51.25.55.00 E000.56.25.00/N51.21.24.00 E000.51.44.00/N51.21.20.00 E000.50.00.00/N51.28.29.00 E000.50.00.00,5500,3500,D
